mitigation,tRH,trace,ipc_0,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0
PRAC-RFM,1024,557.xz,1.681919342383012,0,976,0,0,0,0,0,1570252.2185000002,100000003
PRAC-RFM,512,557.xz,1.681919342383012,0,976,0,0,0,0,0,1570252.2185000002,100000003
PRAC-RFM,256,557.xz,1.681919342383012,0,976,0,0,0,0,0,1570252.2185000002,100000003
PRAC-RFM,128,557.xz,1.6752314771964567,0,1359,0,0,0,0,0,1577963.3581249998,100000003
PRAC-RFM,64,557.xz,1.6291797256278957,0,3819,0,0,0,0,0,1632902.0806250002,100000003
PRAC-RFM,32,557.xz,1.4218305928995005,0,17524,0,0,0,0,0,1929127.6891875002,100000003
PRAC-RFM,20,557.xz,0.09063712869198437,0,407261,0,0,0,0,0,25348158.510874998,100000003
RFM,1024,557.xz,1.861913134307238,0,911,0,0,0,0,0,1393967.5247499999,100000003
RFM,512,557.xz,1.8544973822657536,0,1261,0,0,0,0,0,1400982.8013125001,100000003
RFM,256,557.xz,1.8199168159726378,0,3147,0,0,0,0,0,1434938.218625,100000003
RFM,128,557.xz,1.734577597844267,0,7720,0,0,0,0,0,1523301.2862500001,100000003
RFM,64,557.xz,1.533494572104115,0,22070,0,0,0,0,0,1778376.6172500001,100000003
RFM,32,557.xz,1.2355832215810123,0,60186,0,0,0,0,0,2390853.9723125002,100000003
RFM,20,557.xz,0.9202451779706268,0,128650,0,0,0,0,0,3850777.0806250004,100000003
Dummy,0,557.xz,1.8800922862071923,0,0,0,0,0,0,0,1376960.6862500003,100000003
Chronus,1024,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus,512,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus,256,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus,128,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus,64,445.gobmk,3.339653326621966,0,0,0,0,0,0,0,758027.1822817188,100000001
Chronus,32,445.gobmk,3.3350377933149034,0,0,0,0,0,0,0,758415.122966625,100000001
Chronus,20,445.gobmk,3.324345997263066,0,0,0,0,0,0,0,759914.4712104063,100000001
Chronus+PB,1024,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus+PB,512,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus+PB,256,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus+PB,128,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,758135.8471167812,100000001
Chronus+PB,64,445.gobmk,3.3304246847611525,0,0,0,0,0,0,0,758949.3576476313,100000001
Chronus+PB,32,445.gobmk,3.202673264942168,0,0,0,0,0,0,0,779970.7674892124,100000001
Chronus+PB,20,445.gobmk,1.507720205850847,0,0,0,0,0,0,0,1375992.12578585,100000001
Graphene,1024,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,693597.2049375001,100000001
Graphene,512,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,693597.2049375001,100000001
Graphene,256,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,693597.2049375001,100000001
Graphene,128,445.gobmk,3.3396479730541175,30,0,0,0,0,0,0,693612.5146875,100000001
Graphene,64,445.gobmk,3.3353914143490337,183,0,0,0,0,0,0,694605.234875,100000001
Graphene,32,445.gobmk,3.3057168570897297,1095,0,0,0,0,0,0,701103.0646250001,100000001
Graphene,20,445.gobmk,3.2704504535264416,2359,0,0,0,0,0,0,709437.501625,100000001
Hydra,1024,445.gobmk,3.3429986443472033,0,0,0,0,0,0,0,691564.1283125,100000001
Hydra,512,445.gobmk,3.3429986443472033,0,0,0,0,0,0,0,691564.1283125,100000001
Hydra,256,445.gobmk,3.3429986443472033,1,0,0,0,0,0,0,691570.9139375,100000001
Hydra,128,445.gobmk,3.3411382656552373,28,0,0,0,0,0,0,691927.2120625001,100000001
Hydra,64,445.gobmk,3.337084806169602,192,0,0,0,0,0,0,693061.7525000001,100000001
Hydra,32,445.gobmk,3.2755835189934053,1117,0,0,0,0,0,0,707065.832625,100000001
Hydra,20,445.gobmk,3.2339567852180235,2414,0,0,0,0,0,0,717288.9678750001,100000001
PARA,1024,445.gobmk,3.3115538290585866,1055,0,0,0,0,0,0,699831.17875,100000001
PARA,512,445.gobmk,3.2796287893158618,2055,0,0,0,0,0,0,707429.1381875002,100000001
PARA,256,445.gobmk,3.2252603744611115,4104,0,0,0,0,0,0,720165.7296875,100000001
PARA,128,445.gobmk,3.1242421096407145,7942,0,0,0,0,0,0,745201.9711250002,100000001
PARA,64,445.gobmk,2.958127965301396,14525,0,0,0,0,0,0,789021.3584375,100000001
PARA,32,445.gobmk,2.6943143098130027,25498,0,0,0,0,0,0,868358.669875,100000001
PARA,20,445.gobmk,2.4688212810417243,34544,0,0,0,0,0,0,947688.6681875001,100000001
PRAC-4,1024,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-4,512,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-4,256,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-4,128,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-4,64,445.gobmk,3.249919523868595,0,0,0,0,0,0,0,715383.9786875001,100000001
PRAC-4,32,445.gobmk,3.100155289877072,0,0,0,0,0,0,0,742055.2110625,100000001
PRAC-4,20,445.gobmk,1.3224046945260395,0,0,0,0,0,0,0,1509949.763125,100000001
PRAC-2,1024,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-2,512,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-2,256,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-2,128,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-2,64,445.gobmk,3.254880229034202,0,0,0,0,0,0,0,714364.3533125,100000001
PRAC-2,32,445.gobmk,3.1081491037543363,0,0,0,0,0,0,0,739638.335375,100000001
PRAC-2,20,445.gobmk,1.532152268661672,0,0,0,0,0,0,0,1308476.57325,100000001
PRAC-1,1024,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-1,512,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-1,256,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713485.06275,100000001
PRAC-1,128,445.gobmk,3.261107977729894,0,0,0,0,0,0,0,713468.467625,100000001
PRAC-1,64,445.gobmk,3.253933802557091,0,0,0,0,0,0,0,714507.1490625001,100000001
PRAC-1,32,445.gobmk,1.936480665635013,0,0,0,0,0,0,0,1052301.2396250002,100000001
PRAC-1,20,445.gobmk,1.936480665635013,0,0,0,0,0,0,0,1052301.2396250002,100000001
PRAC-RFM,1024,445.gobmk,3.2532229679621305,0,125,0,0,0,0,0,715779.5250625,100000001
PRAC-RFM,512,445.gobmk,3.2532229679621305,0,125,0,0,0,0,0,715779.5250625,100000001
PRAC-RFM,256,445.gobmk,3.2532229679621305,0,125,0,0,0,0,0,715779.5250625,100000001
PRAC-RFM,128,445.gobmk,3.2523091313293797,0,178,0,0,0,0,0,716387.11025,100000001
PRAC-RFM,64,445.gobmk,3.2270944068387553,0,540,0,0,0,0,0,724270.6870625,100000001
PRAC-RFM,32,445.gobmk,3.1442948986362658,0,2250,0,0,0,0,0,753808.021125,100000001
PRAC-RFM,20,445.gobmk,0.6694493690627206,0,47140,0,0,0,0,0,3391241.274625,100000001
RFM,1024,445.gobmk,3.3356109218040744,0,115,0,0,0,0,0,694980.2951250001,100000001
RFM,512,445.gobmk,3.331922852659041,0,162,0,0,0,0,0,696143.8703125,100000001
RFM,256,445.gobmk,3.3209074166887285,0,450,0,0,0,0,0,699729.3333749999,100000001
RFM,128,445.gobmk,3.290217046403773,0,1067,0,0,0,0,0,709590.0496875,100000001
RFM,64,445.gobmk,3.2127134330004843,0,2735,0,0,0,0,0,736184.7587500002,100000001
RFM,32,445.gobmk,3.068621400982769,0,6611,0,0,0,0,0,793816.5757500001,100000001
RFM,20,445.gobmk,2.883917838104468,0,12538,0,0,0,0,0,884472.8569375001,100000001
Dummy,0,445.gobmk,3.339651876695646,0,0,0,0,0,0,0,693597.2049375001,100000001
Chronus,1024,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus,512,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus,256,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus,128,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus,64,508.namd,2.887568756621556,0,0,0,0,0,0,0,842135.4302477876,100000000
Chronus,32,508.namd,2.8848045057415397,0,0,0,0,0,0,0,842835.9528829064,100000000
Chronus,20,508.namd,2.880120955863759,0,0,0,0,0,0,0,841883.5749481564,100000000
Chronus+PB,1024,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus+PB,512,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus+PB,256,508.namd,2.887568756621556,0,0,0,0,0,0,0,842305.5387872313,100000000
Chronus+PB,128,508.namd,2.887568756621556,0,0,0,0,0,0,0,842248.0455096187,100000000
Chronus+PB,64,508.namd,2.8848045057415397,0,0,0,0,0,0,0,843062.5004904,100000000
Chronus+PB,32,508.namd,2.7354293798026617,0,0,0,0,0,0,0,873403.922519,100000000
Chronus+PB,20,508.namd,1.8095806182913532,0,0,0,0,0,0,0,1182859.0542525002,100000000
Graphene,1024,508.namd,2.887568756621556,0,0,0,0,0,0,0,787971.7220625,100000000
Graphene,512,508.namd,2.887568756621556,0,0,0,0,0,0,0,787971.7220625,100000000
Graphene,256,508.namd,2.887568756621556,0,0,0,0,0,0,0,787971.7220625,100000000
Graphene,128,508.namd,2.887568756621556,16,0,0,0,0,0,0,787913.198625,100000000
Graphene,64,508.namd,2.8834243640016464,105,0,0,0,0,0,0,788858.5606250002,100000000
Graphene,32,508.namd,2.839958430960454,775,0,0,0,0,0,0,801420.6795625001,100000000
Graphene,20,508.namd,2.8205051400603622,1350,0,0,0,0,0,0,806421.8265625001,100000000
Hydra,1024,508.namd,2.8836245822997704,0,0,0,0,0,0,0,787951.8231875,100000000
Hydra,512,508.namd,2.8836245822997704,0,0,0,0,0,0,0,787951.8231875,100000000
Hydra,256,508.namd,2.8836245822997704,0,0,0,0,0,0,0,787951.3385000001,100000000
Hydra,128,508.namd,2.8835889101438226,17,0,0,0,0,0,0,787929.9491875,100000000
Hydra,64,508.namd,2.876240105302602,114,0,0,0,0,0,0,789677.2803125,100000000
Hydra,32,508.namd,2.822275736960402,800,0,0,0,0,0,0,805507.3234375,100000000
Hydra,20,508.namd,2.789915226472903,1489,0,0,0,0,0,0,815350.130375,100000000
PARA,1024,508.namd,2.8530921184699713,580,0,0,0,0,0,0,797389.6398125,100000000
PARA,512,508.namd,2.8203759527300476,1169,0,0,0,0,0,0,806827.5063125,100000000
PARA,256,508.namd,2.7558954321777303,2361,0,0,0,0,0,0,825846.252375,100000000
PARA,128,508.namd,2.637722967711607,4785,0,0,0,0,0,0,863759.4606875002,100000000
PARA,64,508.namd,2.4424978008360427,9393,0,0,0,0,0,0,934335.7156875001,100000000
PARA,32,508.namd,2.1308316120120434,18813,0,0,0,0,0,0,1072477.2259375001,100000000
PARA,20,508.namd,1.8937501623890765,28184,0,0,0,0,0,0,1208505.6864375002,100000000
PRAC-4,1024,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-4,512,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-4,256,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-4,128,508.namd,2.843369089836986,0,0,0,0,0,0,0,801805.3284374999,100000000
PRAC-4,64,508.namd,2.842028301031503,0,0,0,0,0,0,0,802146.3917500001,100000000
PRAC-4,32,508.namd,2.666250020663438,0,0,0,0,0,0,0,841998.8910000001,100000000
PRAC-4,20,508.namd,1.6249706774041262,0,0,0,0,0,0,0,1263434.2315625001,100000000
PRAC-2,1024,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-2,512,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-2,256,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-2,128,508.namd,2.843369089836986,0,0,0,0,0,0,0,801825.43325,100000000
PRAC-2,64,508.namd,2.842028301031503,0,0,0,0,0,0,0,801981.486875,100000000
PRAC-2,32,508.namd,2.66507103533639,0,0,0,0,0,0,0,840491.5631250001,100000000
PRAC-2,20,508.namd,1.703652624412129,0,0,0,0,0,0,0,1202038.63975,100000000
PRAC-1,1024,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-1,512,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-1,256,508.namd,2.843369089836986,0,0,0,0,0,0,0,801847.9408750001,100000000
PRAC-1,128,508.namd,2.843369089836986,0,0,0,0,0,0,0,801842.238625,100000000
PRAC-1,64,508.namd,2.840374664732826,0,0,0,0,0,0,0,802234.422125,100000000
PRAC-1,32,508.namd,1.7563119921053074,0,0,0,0,0,0,0,1159795.8788125,100000000
PRAC-1,20,508.namd,1.7563119921053074,0,0,0,0,0,0,0,1159795.8788125,100000000
PRAC-RFM,1024,508.namd,2.8406887761261697,0,66,0,0,0,0,0,802707.3591875001,100000000
PRAC-RFM,512,508.namd,2.8406887761261697,0,66,0,0,0,0,0,802707.3591875001,100000000
PRAC-RFM,256,508.namd,2.8406887761261697,0,66,0,0,0,0,0,802707.3591875001,100000000
PRAC-RFM,128,508.namd,2.8366554776682453,0,103,0,0,0,0,0,804078.3665624999,100000000
PRAC-RFM,64,508.namd,2.813852698131599,0,366,0,0,0,0,0,812217.3970000001,100000000
PRAC-RFM,32,508.namd,2.6974507660611815,0,1935,0,0,0,0,0,856388.734,100000000
PRAC-RFM,20,508.namd,0.6409943637878388,0,44133,0,0,0,0,0,3490905.5855000005,100000000
RFM,1024,508.namd,2.8820455421989397,0,60,0,0,0,0,0,789806.0036875,100000000
RFM,512,508.namd,2.8804302302765707,0,92,0,0,0,0,0,790375.1514375,100000000
RFM,256,508.namd,2.869435024886323,0,293,0,0,0,0,0,794149.9953125,100000000
RFM,128,508.namd,2.827431560039887,0,857,0,0,0,0,0,808890.4381250001,100000000
RFM,64,508.namd,2.73914217736603,0,2387,0,0,0,0,0,842845.6675625001,100000000
RFM,32,508.namd,2.5418473221104674,0,5932,0,0,0,0,0,927331.7561875,100000000
RFM,20,508.namd,2.328986319185013,0,10486,0,0,0,0,0,1034524.6239375,100000000
Dummy,0,508.namd,2.887568756621556,0,0,0,0,0,0,0,787971.7220625,100000000
Chronus,1024,456.hmmer,2.597475664055693,0,0,0,0,0,0,0,960114.4252751564,100000000
Chronus,512,456.hmmer,2.596885311338892,0,0,0,0,0,0,0,959887.3558812563,100000000
Chronus,256,456.hmmer,2.591211889330066,0,0,0,0,0,0,0,961240.9331101688,100000000
Chronus,128,456.hmmer,2.585569954767005,0,0,0,0,0,0,0,962790.5037106626,100000000
Chronus,64,456.hmmer,2.557654651146136,0,0,0,0,0,0,0,969096.4138615939,100000000
Chronus,32,456.hmmer,2.4617437027919102,0,0,0,0,0,0,0,995156.0606182127,100000000
Chronus,20,456.hmmer,2.34740610334507,0,0,0,0,0,0,0,1031251.5407384187,100000000
Chronus+PB,1024,456.hmmer,2.5985955890139176,0,0,0,0,0,0,0,959367.1927703938,100000000
Chronus+PB,512,456.hmmer,2.5963567039968236,0,0,0,0,0,0,0,960323.3048987563,100000000
Chronus+PB,256,456.hmmer,2.5890777373697538,0,0,0,0,0,0,0,962261.4277434626,100000000
Chronus+PB,128,456.hmmer,2.570305039689622,0,0,0,0,0,0,0,967092.0540214814,100000000
Chronus+PB,64,456.hmmer,2.447534168066493,0,0,0,0,0,0,0,1001928.3575076124,100000000
Chronus+PB,32,456.hmmer,2.011800537943393,0,0,0,0,0,0,0,1158335.507316025,100000000
Chronus+PB,20,456.hmmer,0.8319719498993148,0,0,0,0,0,0,0,2433947.366607044,100000000
Graphene,1024,456.hmmer,2.591499296628218,118,0,0,0,0,0,0,906540.0916875,100000000
Graphene,512,456.hmmer,2.5844368469467294,270,0,0,0,0,0,0,908954.7348750001,100000000
Graphene,256,456.hmmer,2.5679885233511306,603,0,0,0,0,0,0,914449.3210624999,100000000
Graphene,128,456.hmmer,2.53612661642566,1266,0,0,0,0,0,0,925914.9758125,100000000
Graphene,64,456.hmmer,2.4765173528951787,2572,0,0,0,0,0,0,947740.85225,100000000
Graphene,32,456.hmmer,2.361046621746023,5354,0,0,0,0,0,0,993580.6940625,100000000
Graphene,20,456.hmmer,2.248009943577423,8301,0,0,0,0,0,0,1043174.6455625,100000000
Hydra,1024,456.hmmer,2.525500993734131,137,0,0,0,0,0,0,928332.1301250001,100000000
Hydra,512,456.hmmer,2.516372526204497,312,0,0,0,0,0,0,931503.6156875001,100000000
Hydra,256,456.hmmer,2.4984065163238887,675,0,0,0,0,0,0,937759.6125,100000000
Hydra,128,456.hmmer,2.462606975339183,1409,0,0,0,0,0,0,951457.9338749999,100000000
Hydra,64,456.hmmer,2.398851007939621,2838,0,0,0,0,0,0,976357.973,100000000
Hydra,32,456.hmmer,2.2746319150828955,5899,0,0,0,0,0,0,1029178.5987500001,100000000
Hydra,20,456.hmmer,2.159347540184648,9159,0,0,0,0,0,0,1083673.449625,100000000
PARA,1024,456.hmmer,2.457728241664289,2917,0,0,0,0,0,0,955221.2299374999,100000000
PARA,512,456.hmmer,2.3483226612244446,5535,0,0,0,0,0,0,998818.8331875002,100000000
PARA,256,456.hmmer,2.1662895878590733,10552,0,0,0,0,0,0,1082266.8366875,100000000
PARA,128,456.hmmer,1.9176742079013125,19379,0,0,0,0,0,0,1222283.7143124999,100000000
PARA,64,456.hmmer,1.6302850887686156,33795,0,0,0,0,0,0,1437956.839625,100000000
PARA,32,456.hmmer,1.257719758103262,59857,0,0,0,0,0,0,1863866.8833125,100000000
PARA,20,456.hmmer,1.0351527094542485,84694,0,0,0,0,0,0,2265975.69425,100000000
PRAC-4,1024,456.hmmer,2.274617842025016,0,0,0,0,0,0,0,1033770.0632500001,100000000
PRAC-4,512,456.hmmer,2.2724454894865764,0,0,0,0,0,0,0,1034336.8972499999,100000000
PRAC-4,256,456.hmmer,2.2653456952643833,0,0,0,0,0,0,0,1037348.9821875001,100000000
PRAC-4,128,456.hmmer,2.2492902308444314,0,0,0,0,0,0,0,1042598.137375,100000000
PRAC-4,64,456.hmmer,2.1311420873560682,0,0,0,0,0,0,0,1087845.8875625,100000000
PRAC-4,32,456.hmmer,1.7330540458969903,0,0,0,0,0,0,0,1283083.0700625,100000000
PRAC-4,20,456.hmmer,0.6939700388151322,0,0,0,0,0,0,0,2835232.2124375,100000000
PRAC-2,1024,456.hmmer,2.274617842025016,0,0,0,0,0,0,0,1033674.6646250001,100000000
PRAC-2,512,456.hmmer,2.2720454009200193,0,0,0,0,0,0,0,1034588.4415,100000000
PRAC-2,256,456.hmmer,2.269478771760812,0,0,0,0,0,0,0,1035288.1626249999,100000000
PRAC-2,128,456.hmmer,2.256604194760919,0,0,0,0,0,0,0,1039978.6535625001,100000000
PRAC-2,64,456.hmmer,2.1934901817734347,0,0,0,0,0,0,0,1063334.7363125,100000000
PRAC-2,32,456.hmmer,1.7405812622388972,0,0,0,0,0,0,0,1275754.8659375,100000000
PRAC-2,20,456.hmmer,0.8035459583169051,0,0,0,0,0,0,0,2470344.0249375002,100000000
PRAC-1,1024,456.hmmer,2.274617842025016,0,0,0,0,0,0,0,1033776.6885000002,100000000
PRAC-1,512,456.hmmer,2.2729022345424634,0,0,0,0,0,0,0,1034107.2764375,100000000
PRAC-1,256,456.hmmer,2.269181315915037,0,0,0,0,0,0,0,1035411.0035625,100000000
PRAC-1,128,456.hmmer,2.2579084145382566,0,0,0,0,0,0,0,1039313.8821875,100000000
PRAC-1,64,456.hmmer,2.1514326303828413,0,0,0,0,0,0,0,1078331.5184375,100000000
PRAC-1,32,456.hmmer,0.9223835205558194,0,0,0,0,0,0,0,2205906.978125,100000000
PRAC-1,20,456.hmmer,0.9223835205558194,0,0,0,0,0,0,0,2205906.978125,100000000
PRAC-RFM,1024,456.hmmer,2.2238455306219973,0,992,0,0,0,0,0,1063279.597375,100000000
PRAC-RFM,512,456.hmmer,2.2238455306219973,0,992,0,0,0,0,0,1063279.597375,100000000
PRAC-RFM,256,456.hmmer,2.2238455306219973,0,992,0,0,0,0,0,1063279.597375,100000000
PRAC-RFM,128,456.hmmer,2.2045600221778736,0,1377,0,0,0,0,0,1074407.281875,100000000
PRAC-RFM,64,456.hmmer,2.120954470233931,0,3398,0,0,0,0,0,1128076.174875,100000000
PRAC-RFM,32,456.hmmer,1.8692802943742608,0,11077,0,0,0,0,0,1324699.5686875,100000000
PRAC-RFM,20,456.hmmer,0.25974379900251837,0,120953,0,0,0,0,0,8780328.589312501,100000000
RFM,1024,456.hmmer,2.5412585394863676,0,952,0,0,0,0,0,928935.79375,100000000
RFM,512,456.hmmer,2.523317153739633,0,1300,0,0,0,0,0,937402.3775625001,100000000
RFM,256,456.hmmer,2.45110390856951,0,2948,0,0,0,0,0,974060.2751250002,100000000
RFM,128,456.hmmer,2.3200400605957343,0,6180,0,0,0,0,0,1045069.4681249999,100000000
RFM,64,456.hmmer,1.971003231183857,0,13740,0,0,0,0,0,1262691.5346875,100000000
RFM,32,456.hmmer,1.8098336151183945,0,24903,0,0,0,0,0,1465466.7663750001,100000000
RFM,20,456.hmmer,1.3086443273140884,0,45263,0,0,0,0,0,2095199.5696875,100000000
Dummy,0,456.hmmer,2.5996762675137592,0,0,0,0,0,0,0,903647.435625,100000000
Chronus,1024,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1690617.3876923127,100000003
Chronus,512,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1690617.3876923127,100000003
Chronus,256,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1690580.3169032503,100000003
Chronus,128,ycsb_aserver,1.6236444416214681,0,0,0,0,0,0,0,1691821.1324602938,100000003
Chronus,64,ycsb_aserver,1.623207157603168,0,0,0,0,0,0,0,1691678.586599869,100000003
Chronus,32,ycsb_aserver,1.6218108610821245,0,0,0,0,0,0,0,1692469.950348169,100000003
Chronus,20,ycsb_aserver,1.6179780623862228,0,0,0,0,0,0,0,1695354.8780741938,100000003
Chronus+PB,1024,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1690617.3876923127,100000003
Chronus+PB,512,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1690617.3876923127,100000003
Chronus+PB,256,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1690707.736498769,100000003
Chronus+PB,128,ycsb_aserver,1.6236444416214681,0,0,0,0,0,0,0,1691384.5007224688,100000003
Chronus+PB,64,ycsb_aserver,1.6218967176525563,0,0,0,0,0,0,0,1693118.9741704438,100000003
Chronus+PB,32,ycsb_aserver,1.6092016691218525,0,0,0,0,0,0,0,1701585.344499969,100000003
Chronus+PB,20,ycsb_aserver,0.36321312295366415,0,0,0,0,0,0,0,5571732.636306557,100000003
Graphene,1024,ycsb_aserver,1.6245197168520702,0,0,0,0,0,0,0,1524683.0828749998,100000003
Graphene,512,ycsb_aserver,1.6245197168520702,6,0,0,0,0,0,0,1524698.7544375,100000003
Graphene,256,ycsb_aserver,1.6236444416214681,44,0,0,0,0,0,0,1525560.7611874999,100000003
Graphene,128,ycsb_aserver,1.6223332958087653,135,0,0,0,0,0,0,1526663.69475,100000003
Graphene,64,ycsb_aserver,1.6155105779833023,602,0,0,0,0,0,0,1532757.7330625001,100000003
Graphene,32,ycsb_aserver,1.5846000427620155,2786,0,0,0,0,0,0,1561898.0390625,100000003
Graphene,20,ycsb_aserver,1.5033571994789425,8540,0,0,0,0,0,0,1643661.7304375004,100000003
Hydra,1024,ycsb_aserver,1.6187782643735162,0,0,0,0,0,0,0,1530033.3096250002,100000003
Hydra,512,ycsb_aserver,1.617775151877131,17,0,0,0,0,0,0,1530089.5563750002,100000003
Hydra,256,ycsb_aserver,1.6164734644169343,62,0,0,0,0,0,0,1531203.5243125001,100000003
Hydra,128,ycsb_aserver,1.612937041810972,172,0,0,0,0,0,0,1534553.4114375,100000003
Hydra,64,ycsb_aserver,1.5858180895120386,1077,0,0,0,0,0,0,1560736.9811875,100000003
Hydra,32,ycsb_aserver,1.4477593080533042,6967,0,0,0,0,0,0,1707923.3431875003,100000003
Hydra,20,ycsb_aserver,1.289240239790942,18985,0,0,0,0,0,0,1919645.3078125003,100000003
PARA,1024,ycsb_aserver,1.5113606787339242,6938,0,0,0,0,0,0,1634899.2114375,100000003
PARA,512,ycsb_aserver,1.415261843600692,13749,0,0,0,0,0,0,1742085.11525,100000003
PARA,256,ycsb_aserver,1.264526139265623,27493,0,0,0,0,0,0,1943855.1092500002,100000003
PARA,128,ycsb_aserver,1.0612117307826898,54292,0,0,0,0,0,0,2307694.1928125005,100000003
PARA,64,ycsb_aserver,0.831555133118169,104340,0,0,0,0,0,0,2933326.0670000003,100000003
PARA,32,ycsb_aserver,0.6345261036226528,187378,0,0,0,0,0,0,3833283.2342499997,100000003
PARA,20,ycsb_aserver,0.54099904906436,254332,0,0,0,0,0,0,4486827.823437501,100000003
PRAC-4,1024,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655828.7163125,100000003
PRAC-4,512,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655828.7163125,100000003
PRAC-4,256,ycsb_aserver,1.5095711335710464,0,0,0,0,0,0,0,1656497.399125,100000003
PRAC-4,128,ycsb_aserver,1.509193128933655,0,0,0,0,0,0,0,1656764.1208125,100000003
PRAC-4,64,ycsb_aserver,1.5074456582815257,0,0,0,0,0,0,0,1658410.5336875,100000003
PRAC-4,32,ycsb_aserver,1.4826891597722365,0,0,0,0,0,0,0,1678445.45525,100000003
PRAC-4,20,ycsb_aserver,0.2918894150130572,0,0,0,0,0,0,0,6714650.7671875,100000003
PRAC-2,1024,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655828.7163125,100000003
PRAC-2,512,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655828.7163125,100000003
PRAC-2,256,ycsb_aserver,1.5099493276120348,0,0,0,0,0,0,0,1656143.5091875,100000003
PRAC-2,128,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655682.3359375,100000003
PRAC-2,64,ycsb_aserver,1.5075859006590773,0,0,0,0,0,0,0,1658074.1725625002,100000003
PRAC-2,32,ycsb_aserver,1.3632185966349304,0,0,0,0,0,0,0,1784862.8514375002,100000003
PRAC-2,20,ycsb_aserver,0.35937531243190285,0,0,0,0,0,0,0,5542019.1680000005,100000003
PRAC-1,1024,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655828.7163125,100000003
PRAC-1,512,ycsb_aserver,1.51032771119901,0,0,0,0,0,0,0,1655828.7163125,100000003
PRAC-1,256,ycsb_aserver,1.5099493276120348,0,0,0,0,0,0,0,1656180.2005000003,100000003
